movie_title,pacing_efficiency,originality,family_friendly,plot_quality_rating,plot_quality_reasons_for_liking,plot_quality_reasons_for_disliking,dialogues,end_feeling_emotional_adjective,end_feeling_ending_rating,end_feeling_structural_adjective,immersive,impactful,overall_feeling,visuals,visual_effects,sound_audio_balance_issue,sound_bgm_quality,sound_song_tracks_quality,performance_of_actors,connected,references_contained,cognitive_requirement,technical_knowledge_required,photosensitivity_warnings,animal_harm,trailer_or_spoiler
La règle du jeu,3,5,2,5,"['unpredictable', 'tight_structure']",[],5,sad,5,earned,4,5,5,5,3,False,3,3,5,1,2,4,2,1,5,4
The Thin Man,3,4,2,4,"['plot_twists', 'tight_structure']",['predictable'],5,happy,4,satisfying,4,5,4,3,1,False,3,3,5,1,1,3,1,1,1,1
All Quiet on the Western Front,4,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,sad,5,earned,5,5,5,5,5,False,4,2,5,5,3,3,1,4,5,3
Bronenosets Potemkin,4,5,1,4,"['strong_pacing', 'tight_structure']",[],3,energized,5,satisfying,5,5,5,5,4,False,4,4,3,1,1,4,3,1,1,1
Knives Out,4,4,3,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,energized,4,satisfying,4,4,4,4,3,False,4,3,5,4,2,3,1,1,1,4
Dil Bechara,3,2,4,3,['tight_structure'],"['predictable', 'cliche']",3,bittersweet,4,earned,4,4,3,3,3,False,4,4,4,4,1,2,1,1,1,3
Manbiki kazoku,3,5,2,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,3,False,4,3,5,1,1,3,1,1,1,4
Marriage Story,3,4,2,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],5,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,1,3,1,1,1,3
Call Me by Your Name,3,4,1,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,5,earned,5,5,4,5,3,False,5,5,5,1,2,3,1,1,1,3
"I, Daniel Blake",3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,sad,4,earned,5,5,4,3,1,False,3,3,5,1,1,2,1,1,1,3
Isle of Dogs,3,5,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,4,4,5,5,False,5,4,5,1,3,3,1,1,2,3
Hunt for the Wilderpeople,4,4,5,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,satisfying,4,4,4,5,4,False,4,4,5,1,2,2,1,1,2,4
Captain Fantastic,3,4,3,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,bittersweet,4,earned,4,4,4,4,3,False,4,4,5,1,5,4,1,1,2,3
Sing Street,4,4,4,4,"['strong_pacing', 'tight_structure']",['predictable'],4,energized,4,earned,4,3,4,3,3,False,5,5,4,1,4,2,1,1,1,3
Thor: Ragnarok,4,4,4,3,"['strong_pacing', 'unpredictable']","['predictable', 'cliche']",5,energized,4,satisfying,4,4,4,5,5,False,4,5,5,5,4,2,1,2,1,3
Nightcrawler,4,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,4,5,1,1,4,1,2,1,4
Jojo Rabbit,4,5,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,5,earned,4,5,4,4,3,False,4,5,5,1,2,3,1,1,1,3
Arrival,3,5,3,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,4,False,5,5,5,1,1,5,3,1,1,4
Star Wars: Episode VII - The Force Awakens,4,2,4,3,['strong_pacing'],"['predictable', 'cliche']",3,bittersweet,3,ambiguous,4,4,3,4,4,False,4,4,4,5,5,2,1,2,1,4
Before Midnight,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,ambiguous,5,5,4,3,1,False,3,3,5,5,5,4,1,1,1,3
X-Men: Days of Future Past,4,4,3,4,"['strong_pacing', 'tight_structure']",[],4,happy,5,satisfying,4,5,4,4,4,False,4,4,5,5,5,3,1,2,1,3
Bir Zamanlar Anadolu'da,3,4,2,4,['tight_structure'],[],5,bittersweet,4,earned,5,5,4,5,3,False,4,4,5,1,2,5,1,1,1,3
The Artist,4,5,3,4,"['strong_pacing', 'tight_structure']",[],4,happy,5,earned,5,5,5,5,4,False,5,5,5,1,5,3,1,1,1,3
Edge of Tomorrow,5,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,happy,3,satisfying,4,4,4,4,4,False,4,3,4,1,1,3,1,2,1,4
Amour,3,4,1,5,"['tight_structure', 'unpredictable', 'strong_pacing']",[],5,sad,5,earned,5,5,5,4,1,False,4,4,5,1,1,4,1,1,1,4
The Irishman,2,3,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'narrative_inconsistency']",4,bittersweet,5,earned,4,4,4,4,3,False,4,4,5,3,4,4,2,1,1,3
Un prophète,3,4,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,3,False,4,3,5,1,2,4,1,1,1,5
Moon,3,5,3,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,satisfying,5,5,5,4,4,False,5,4,5,1,1,4,1,1,1,5
Låt den rätte komma in,3,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,4,5,1,1,3,1,2,3,3
District 9,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,4,5,False,4,4,5,1,1,3,1,1,1,3
The Wrestler,3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,4,3,3,False,4,5,5,1,1,3,1,2,1,3
Jab We Met,3,4,4,4,"['unpredictable', 'strong_pacing']","['predictable', 'cliche']",5,happy,4,satisfying,4,5,4,3,3,False,4,5,5,1,1,1,1,1,1,3
Boyhood,3,5,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,1,False,3,4,5,1,2,3,1,1,1,3
"4 luni, 3 saptamâni si 2 zile",4,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,3,3,5,1,1,4,2,1,1,3
Star Trek,4,3,3,3,"['strong_pacing', 'plot_twists']","['plot_holes', 'predictable']",4,energized,3,satisfying,4,4,3,4,4,False,4,3,4,4,4,3,2,3,1,3
In Bruges,4,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,3,False,5,4,5,5,3,3,1,1,1,3
The Man from Earth,3,5,3,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,2,1,False,3,1,4,1,5,5,1,1,1,3
Letters from Iwo Jima,3,4,1,4,"['strong_pacing', 'tight_structure']",[],4,sad,4,earned,4,5,4,4,3,False,4,3,5,4,4,3,1,2,1,3
The Fall,3,5,3,3,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,5,False,4,4,4,1,3,3,1,1,1,3
Life of Pi,3,5,4,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,4,5,5,False,4,4,4,1,2,4,1,2,4,3
Fantastic Mr. Fox,5,5,5,4,"['strong_pacing', 'tight_structure']",[],5,happy,5,satisfying,5,4,4,5,5,False,5,5,5,1,2,3,1,1,2,3
C.R.A.Z.Y.,4,4,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,3,5,5,1,2,3,1,1,1,2
Les choristes,3,3,4,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,4,earned,4,4,4,3,3,False,5,5,4,1,1,2,1,1,1,3
Iron Man,4,4,3,4,"['strong_pacing', 'tight_structure']",['predictable'],5,energized,5,satisfying,4,5,4,4,4,False,4,5,5,3,3,2,1,2,1,3
Shaun of the Dead,4,5,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,4,3,False,4,5,5,3,4,2,1,1,1,3
Gegen die Wand,4,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,3,False,5,5,5,1,1,4,1,1,1,3
Mystic River,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,3,False,4,3,5,1,1,4,1,1,1,3
Harry Potter and the Prisoner of Azkaban,3,4,3,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,4,False,5,5,4,5,5,3,1,2,1,4
Ying xiong,3,4,3,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],3,bittersweet,4,earned,5,5,4,5,4,False,5,5,4,1,2,4,1,1,1,3
Hable con ella,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,4,satisfying,5,5,5,5,3,False,5,5,5,1,2,4,1,1,1,4
No Man's Land,2,2,1,2,['strong_pacing'],"['predictable', 'cliche']",2,bittersweet,2,abrupt,2,2,2,3,3,False,3,3,3,1,1,2,1,1,2,3
Cowboy Bebop: Tengoku no tobira,4,3,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,4,4,5,5,False,5,5,5,4,4,3,1,3,1,3
The Bourne Identity,5,4,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,5,5,4,4,4,False,5,4,5,4,3,3,1,2,1,4
Nueve reinas,4,4,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,earned,4,4,4,3,3,False,4,3,4,3,3,4,1,1,1,5
Children of Men,5,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,ambiguous,5,5,5,5,5,False,4,4,5,1,1,4,1,3,3,3
Almost Famous,3,4,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,5,4,4,4,3,False,5,5,5,1,5,2,1,1,1,3
Mulholland Dr.,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],3,sad,5,earned,5,5,5,5,4,False,5,5,5,1,2,5,2,1,1,1
Toy Story 2,5,4,5,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,happy,5,earned,5,5,5,5,5,False,5,5,5,5,3,3,1,1,1,1
Boogie Nights,3,5,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,5,5,4,5,4,False,5,5,5,1,2,3,1,2,1,3
Mimi wo sumaseba,3,4,4,4,"['strong_pacing', 'tight_structure']",[],4,energized,4,satisfying,4,3,4,5,4,False,4,4,4,3,2,2,1,1,1,3
Once Were Warriors,4,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,5,4,3,False,4,4,5,4,4,3,1,1,1,4
True Romance,5,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],5,bittersweet,4,earned,5,5,5,4,3,False,5,4,5,4,3,3,1,3,1,1
Trois couleurs: Bleu,3,5,2,4,"['tight_structure', 'unpredictable']",[],4,bittersweet,5,earned,5,5,4,5,4,False,5,5,5,4,3,4,1,1,1,1
Jûbê ninpûchô,5,4,1,3,"['strong_pacing', 'tight_structure']",['predictable'],3,bittersweet,4,satisfying,4,5,4,5,4,False,4,3,4,1,4,2,1,2,4,3
Carlito's Way,3,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,sad,4,earned,4,4,4,4,3,False,4,4,5,1,1,3,1,1,1,3
Edward Scissorhands,3,5,4,4,"['strong_pacing', 'tight_structure']",[],3,bittersweet,5,earned,5,5,4,5,4,False,5,4,5,1,2,2,1,1,1,3
My Left Foot: The Story of Christy Brown,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,3,3,False,4,3,5,1,1,3,1,1,1,3
Crimes and Misdemeanors,3,4,1,5,"['unpredictable', 'tight_structure', 'strong_pacing']",[],5,disappointed,5,earned,4,5,5,3,1,False,4,4,5,1,3,4,1,1,1,5
The Untouchables,4,3,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",5,bittersweet,4,earned,4,4,4,5,4,False,5,3,5,3,3,2,1,1,1,3
Hannah and Her Sisters,3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,4,4,4,3,3,False,4,4,5,3,4,4,1,1,1,3
Brazil,2,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],5,bittersweet,5,earned,5,5,5,5,5,False,5,5,5,1,5,5,1,1,1,5
This Is Spinal Tap,4,5,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,5,5,5,3,3,False,5,5,5,1,4,3,1,1,1,3
A Christmas Story,3,4,5,3,[],['predictable'],5,happy,4,satisfying,4,5,5,3,3,False,4,4,5,1,2,1,1,1,1,2
The Blues Brothers,3,5,2,3,"['strong_pacing', 'unpredictable']",['narrative_inconsistency'],5,bittersweet,4,earned,4,5,5,3,4,False,5,5,5,1,5,1,1,1,1,1
Manhattan,3,3,1,4,['tight_structure'],['predictable'],5,bittersweet,4,earned,5,5,4,5,3,False,5,5,5,1,3,4,1,1,1,3
All That Jazz,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,4,5,4,False,5,5,5,1,4,4,3,4,1,3
Dawn of the Dead,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],2,bittersweet,4,earned,4,5,4,3,4,False,4,4,3,3,4,3,1,2,4,3
All the President's Men,3,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,neutral,4,satisfying,4,5,4,3,3,False,4,3,5,1,5,4,3,1,1,3
La montaña sagrada,2,5,1,3,['unpredictable'],['narrative_inconsistency'],2,neutral,3,ambiguous,5,5,4,5,5,False,4,4,3,1,5,5,4,3,1,5
Amarcord,3,5,2,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,5,satisfying,5,5,5,5,4,False,5,4,4,1,4,4,2,1,1,4
Le charme discret de la bourgeoisie,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,neutral,4,ambiguous,5,5,5,4,3,False,3,3,5,1,2,4,2,1,1,3
"Aguirre, der Zorn Gottes",3,5,1,4,"['tight_structure', 'unpredictable']",[],3,sad,5,earned,5,5,5,5,3,False,5,5,5,1,1,4,1,1,3,3
Harold and Maude,3,5,2,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,5,earned,4,5,4,3,3,False,5,5,5,1,1,3,1,1,1,3
Patton,3,4,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,4,4,False,5,5,5,1,1,4,1,1,2,1
The Wild Bunch,3,5,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,4,5,5,4,4,False,4,4,5,4,3,3,1,1,5,3
Night of the Living Dead,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['narrative_inconsistency'],3,sad,5,earned,4,5,4,3,3,False,3,1,3,1,1,2,1,1,1,1
The Lion in Winter,3,4,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,4,5,5,4,3,False,5,1,5,1,2,4,1,1,1,3
In the Heat of the Night,3,5,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,4,3,False,5,5,5,1,1,3,1,1,1,3
Charade,4,4,3,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,4,4,4,3,False,5,5,5,1,2,3,1,1,1,3
The Manchurian Candidate,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,neutral,5,earned,4,5,5,3,2,False,4,3,5,1,4,4,1,1,1,5
Spartacus,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,4,5,4,False,5,5,5,1,2,4,1,1,3,4
L'avventura,3,5,1,3,"['tight_structure', 'unpredictable']","['predictable', 'narrative_inconsistency']",3,sad,5,ambiguous,4,5,4,5,1,False,3,1,4,1,1,5,3,1,1,3
Hiroshima mon amour,3,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,4,3,5,1,3,5,3,1,1,3
The Ten Commandments,3,3,3,4,['tight_structure'],['predictable'],2,bittersweet,4,earned,4,5,4,5,5,False,5,4,4,4,2,3,1,1,2,1
The Searchers,3,5,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,bittersweet,5,earned,5,5,5,5,3,False,4,3,5,3,4,4,1,1,3,3
East of Eden,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,3,False,4,3,5,1,4,4,1,1,1,3
High Noon,3,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,1,False,5,5,5,1,1,3,1,1,1,3
Strangers on a Train,4,5,2,5,"['plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,5,5,5,4,3,False,5,5,5,1,1,3,1,1,1,5
Harvey,3,4,4,4,"['strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,4,4,3,1,False,3,1,5,1,1,2,1,1,1,3
Miracle on 34th Street,3,4,5,4,"['tight_structure', 'strong_pacing']",[],4,happy,4,satisfying,4,5,4,3,2,False,4,3,5,1,2,2,1,1,1,3
Notorious,4,4,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,satisfying,5,5,5,5,3,False,4,3,5,1,1,3,1,1,1,4
The Big Sleep,3,4,1,3,"['unpredictable', 'plot_twists']",['narrative_inconsistency'],5,neutral,3,satisfying,4,5,4,4,3,False,4,3,5,1,2,4,1,1,1,3
The Lost Weekend,3,5,1,4,"['tight_structure', 'strong_pacing']",[],4,bittersweet,4,earned,5,5,4,4,4,False,5,3,5,1,1,4,1,2,2,4
The Philadelphia Story,4,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,5,4,3,3,False,3,3,5,1,1,3,1,1,1,1
His Girl Friday,5,5,3,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,5,5,3,3,False,3,3,5,3,2,3,1,1,1,1
The Adventures of Robin Hood,5,4,5,4,"['strong_pacing', 'tight_structure']",['predictable'],4,happy,5,satisfying,4,5,5,5,4,False,5,3,5,1,1,1,1,1,1,3
A Night at the Opera,4,5,4,3,"['strong_pacing', 'tight_structure']","['predictable', 'narrative_inconsistency']",5,happy,4,satisfying,4,5,5,3,1,False,3,4,5,3,2,2,1,1,1,1
King Kong,2,3,2,3,['tight_structure'],"['predictable', 'cliche']",3,sad,4,earned,4,4,3,4,5,False,4,4,4,1,3,2,1,2,4,2
Freaks,3,5,1,4,"['unpredictable', 'tight_structure']",[],3,sad,5,earned,4,5,4,3,2,False,3,3,4,1,1,3,1,1,1,1
Nosferatu,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['cliche'],1,bittersweet,4,earned,5,5,5,5,4,False,4,3,5,1,3,3,1,1,1,1
The Gentlemen,5,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,energized,4,satisfying,4,3,4,4,3,False,4,4,5,1,2,4,1,1,1,4
Raazi,3,4,3,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,4,5,1,1,3,1,1,1,3
Sound of Metal,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,3,3,False,4,5,5,1,1,4,2,1,1,3
Forushande,3,4,1,4,"['unpredictable', 'tight_structure']",[],5,sad,4,earned,4,4,4,3,3,False,3,3,5,1,1,4,1,1,1,3
Dunkirk,5,5,3,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,bittersweet,5,satisfying,5,5,5,5,5,False,5,3,4,1,5,4,1,3,1,3
Perfetti sconosciuti,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,neutral,4,satisfying,5,5,4,3,3,False,4,3,5,3,3,3,1,1,1,3
Hidden Figures,4,3,5,4,"['strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,4,5,4,3,3,False,4,4,5,1,2,2,2,1,1,3
Paddington 2,5,4,5,5,"['strong_pacing', 'tight_structure', 'plot_twists']",[],5,happy,5,satisfying,5,5,5,5,5,False,4,4,5,4,3,2,1,1,1,3
Udta Punjab,3,4,1,4,"['strong_pacing', 'unpredictable']",['predictable'],4,bittersweet,4,earned,4,5,4,3,3,False,4,4,5,1,2,3,1,2,1,3
Kubo and the Two Strings,3,5,4,4,"['tight_structure', 'strong_pacing']",['predictable'],4,bittersweet,4,earned,5,5,4,5,5,False,5,5,4,1,3,3,1,1,1,3
M.S. Dhoni: The Untold Story,2,2,4,3,['tight_structure'],"['predictable', 'cliche']",3,energized,4,earned,3,3,3,3,3,False,3,4,4,1,4,2,2,1,1,4
Manchester by the Sea,3,4,1,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,4,3,False,4,4,5,1,1,3,1,1,1,3
Under sandet,4,4,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,5,5,4,False,4,3,5,3,3,3,1,1,1,3
Rogue One,4,3,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],2,bittersweet,5,earned,4,4,4,5,5,False,4,3,4,5,5,3,1,2,1,4
Captain America: Civil War,4,3,4,4,"['plot_twists', 'strong_pacing', 'tight_structure']",['plot_holes'],4,bittersweet,4,earned,4,5,4,4,5,False,3,3,5,5,5,3,1,3,1,4
The Hateful Eight,2,3,1,4,"['plot_twists', 'tight_structure']",[],5,neutral,3,earned,4,4,3,5,4,False,5,4,5,1,3,4,1,2,3,3
Little Women,4,4,5,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,5,5,5,5,4,False,5,4,5,4,4,3,1,1,1,3
Loving Vincent,3,5,3,4,"['strong_pacing', 'tight_structure']",['predictable'],3,bittersweet,4,earned,5,5,4,5,5,False,4,4,4,4,5,4,2,2,1,4
Pride,4,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,4,4,4,3,3,False,4,4,5,3,4,3,1,1,1,3
Le passé,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,4,4,3,1,False,3,3,5,1,1,4,1,1,1,2
La grande bellezza,2,5,1,2,[],['narrative_inconsistency'],5,bittersweet,4,earned,5,5,4,5,4,False,5,5,5,1,5,4,1,3,1,1
The Lunchbox,3,4,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,ambiguous,4,4,4,4,3,False,4,3,5,1,1,3,1,1,1,3
Vicky Donor,4,5,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,4,earned,4,5,4,3,3,False,4,4,5,1,1,3,1,1,1,3
Big Hero 6,4,3,5,3,['strong_pacing'],['predictable'],4,bittersweet,4,satisfying,4,3,4,5,5,False,4,4,4,1,2,2,1,1,1,3
About Time,3,4,4,4,['tight_structure'],"['predictable', 'cliche']",5,energized,5,earned,4,4,4,3,3,False,3,4,5,1,1,2,1,1,1,3
English Vinglish,3,4,5,4,"['strong_pacing', 'tight_structure']",[],4,energized,4,earned,4,5,4,3,3,False,4,3,5,1,1,2,1,1,1,3
Kaze tachinu,3,4,3,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,5,4,4,5,5,False,5,5,4,1,5,4,2,1,1,3
Toy Story 4,3,3,5,3,"['unpredictable', 'strong_pacing']","['predictable', 'cliche']",4,bittersweet,4,earned,4,3,3,5,5,False,4,3,5,5,4,2,1,1,1,3
La migliore offerta,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,5,4,5,1,2,4,2,1,1,3
Moonrise Kingdom,4,5,4,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,4,satisfying,5,4,4,5,4,False,5,5,5,4,3,3,1,1,2,4
How to Train Your Dragon 2,4,3,5,4,"['unpredictable', 'plot_twists', 'strong_pacing']",['cliche'],4,bittersweet,4,earned,5,5,4,5,5,False,5,4,5,5,4,3,1,1,2,3
The Big Short,4,5,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,disappointed,4,earned,4,5,4,3,3,False,4,4,5,1,5,5,5,1,1,3
Kokuhaku,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,5,5,1,2,4,1,3,1,5
Ang-ma-reul bo-at-da,5,4,1,4,"['unpredictable', 'strong_pacing']",[],3,sad,4,earned,5,5,4,4,4,False,4,3,5,1,1,3,1,1,4,3
The Girl with the Dragon Tattoo,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,sad,4,earned,5,4,4,5,4,False,5,5,5,3,3,4,1,1,1,4
Captain Phillips,4,3,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,4,4,4,3,3,False,4,3,5,1,2,3,1,1,1,3
Ajeossi,4,4,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,5,earned,5,5,5,5,4,False,4,4,5,1,1,3,1,4,1,3
Straight Outta Compton,3,3,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'narrative_inconsistency']",4,bittersweet,4,earned,4,4,4,3,3,False,4,5,4,4,4,2,1,3,1,3
Madeo,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,sad,5,earned,5,5,5,5,4,False,4,4,5,1,1,4,1,1,1,5
Chugyeokja,5,4,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,5,5,5,4,4,False,4,4,5,1,1,3,1,1,1,1
The Hobbit: The Desolation of Smaug,2,2,3,2,[],"['plot_holes', 'predictable', 'cliche', 'narrative_inconsistency']",2,disappointed,2,abrupt,2,2,2,4,3,False,4,3,3,5,5,3,1,1,1,3
Das weiße Band - Eine deutsche Kindergeschichte,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,sad,4,ambiguous,5,5,4,5,3,False,5,5,5,1,1,5,2,1,4,2
Män som hatar kvinnor,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,3,False,4,3,5,4,2,4,2,1,1,5
The Trial of the Chicago 7,3,3,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,4,5,4,3,1,1,3
Druk,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,3,False,4,5,5,1,2,4,1,1,1,3
The Fighter,4,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,energized,4,earned,4,4,4,3,3,False,3,4,5,4,1,2,1,1,1,3
Taken,5,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],3,happy,4,satisfying,4,5,4,3,3,False,4,3,4,1,1,1,1,3,1,3
